date,/g/11bytn80mf,/m/01j6t0,/m/0ddwt,/m/029ggh,/m/0j5fv,/m/02656gy,/m/06gx48m,/m/0dl9s3k,/m/013677,/m/02bft,/m/0cnmb,/m/0k_9,/m/0m7pl,/m/01cdt5,/m/033mg5,/g/11qm6vy88k,/m/03l19k,/m/079p0q,/m/02np4v,/m/05sfr2,/m/03x69g,/m/04c_jpd
2020-03-27,96.18674694860063,85.5253802458351,81.11738970446324,93.34522091297403,116.92992462687062,115.22810368208044,310.55858942135075,70.76157716026029,101.49285575255249,68.02061834446941,56.59321121774412,96.35146349239595,1130.1166719773878,248.3412863164396,95.91745190447844,794.7650908116457,187.72941522261442,88.36527500639278,172.9091622383081,697.8893944479131,79.87792368631517,126.64733549586273
2020-03-28,86.28645357488274,97.816444481319,86.88018295153306,101.92130043187511,125.11138510136779,79.23015683476737,347.78921100868445,75.86701080998797,100.36167401391187,67.93034734835268,56.44191968564444,98.01243140644519,1213.4433870481764,273.29575293269926,100.95562877101972,893.8178185282208,169.06215646248427,92.8292768670634,181.29707042173123,792.3099589395196,59.89074622191852,141.08342651930295
2020-03-29,85.5376568879452,97.48599634786169,89.45724807354381,105.08600934939345,128.94110682594436,71.8181933975352,311.4213852802275,75.89687552728338,101.60216508936433,71.40331697496755,61.27314606658147,107.6795302909139,1145.9821340972665,273.31107574459264,100.01819648167329,869.607870468025,114.83682854332689,98.65553020338196,185.2741396249609,857.5448928748856,73.92006371654622,113.95081704988382
2020-03-30,60.029359021579765,99.58531479440539,92.40407393703921,94.58752362385346,113.90251025392378,72.03641654196338,280.16361750900825,70.7733258884125,100.37005462857292,66.67136970860672,57.28389854608768,100.60248621959245,962.0979817802953,249.69078275520422,93.16160038081743,744.4645995483213,84.40757298541382,81.86860156519094,169.1369697875901,636.0509677964981,76.92693911693739,125.51259206002808
2020-03-31,57.483505740286034,85.12787127665068,87.77562070760024,93.62120217240941,112.63887775988019,54.86973776408054,293.75684773281534,72.55478772792394,91.68396070304361,69.66321694830866,61.242574886117204,100.4195621786758,935.2858830615357,234.61457164919761,88.87257472791327,700.6202164340059,74.08004897915689,81.87079375011764,163.06886849219734,606.5670683893271,82.92123150295852,110.09377153996292
2020-04-01,68.26630762921286,94.80665129154112,94.05292042091268,94.52280571282127,115.35234052835592,62.68968845904595,294.086688355054,67.55645966392059,89.57140402571419,67.92644359373973,63.90896300820382,90.02083781373716,957.0000057093259,213.7938377863122,93.96827999810992,626.6388720326804,63.226310731588754,96.48838784629501,153.75961825353363,701.1171440410392,77.17821777073873,98.48114321172388
2020-04-02,78.6128738381738,91.72470465327717,94.99450839092344,102.84606687947084,114.08159539844641,61.38592447377773,272.295811995847,69.24982519585605,94.53966600786615,71.14045611178727,60.742750272880926,101.47635852113517,903.8244966893255,228.51946055949327,85.36540803568343,663.4744500623226,76.23519363880399,79.91843143332007,149.93759813124265,600.1277940973124,81.14097709292355,106.20975410034237
2020-04-03,73.66888264929935,87.60453581825382,91.17229360949179,91.77260887775367,113.93314865519937,53.5651618866762,275.9419485034209,68.95822060650477,98.29149375638531,66.52597151194783,57.65999664821689,92.3207152042723,752.6769577383837,195.88763944044948,89.75385994011138,742.5644735969638,68.64948841369473,78.94136584967413,131.17657263339,466.42078009701976,80.56453744981839,98.47327249482296
2020-04-04,82.25518966039797,87.36030677085877,93.24022731391459,104.09152247589161,126.0767869191365,68.15578795428546,279.129966394749,80.2160754566008,102.85678573070136,67.32195069938774,55.31309906980738,94.83987946855778,743.6599927833731,199.55273543942548,100.1368525510083,790.5093102805333,48.7964872667336,88.72454606005033,159.60904737651796,495.2036331187905,65.34589980368297,96.5691725309595
2020-04-05,78.10083866226232,89.48928492012497,98.29404518585756,106.39678264009001,125.7820554114989,60.72967529085931,278.33183547671587,76.85237047065846,99.51191051393434,75.82641533720117,70.1172728949896,96.94808703986803,752.0409749366638,242.6751822667319,88.35510287126692,679.8146940514191,44.49692919464392,95.56923415971147,159.26532082742173,498.16672810489626,63.55302990359118,104.29683962972659
2020-04-06,45.258418452025566,85.41830747255185,102.94325185641347,104.09500668202934,120.54121788242551,57.7076807405848,265.64577007153645,67.21823157961379,91.66917925060584,68.46530278934893,64.61656158930589,99.7386756510604,1065.8775168395427,194.80279721487057,83.61190839376323,708.4294541639968,65.0772979788696,92.67639678254504,149.64272558082718,506.33924542941116,82.35915366140443,102.33454928740919
2020-04-07,62.15912715947734,88.61285499762768,97.94508310643816,95.9817191915776,111.3172941309717,65.94046685630269,247.85224503234775,72.92948672646088,94.13620806486185,70.36424198456896,67.8549946343142,98.62950728367184,808.8012304347136,194.87150658348176,85.60533578441579,788.5060765827102,54.51664774061592,86.74127828470442,143.61939864027502,424.33747809362455,77.90121888089568,92.69177187399956
2020-04-08,46.54238406612007,90.75572953680857,104.30996938661595,109.83876279195461,117.96454477344366,66.64239567809324,227.34963966696296,72.47103089899376,89.65301291887037,68.42857724893581,67.93162164454726,91.67348750062555,687.6311192990609,195.02765387121758,87.51420524520516,669.4849358486078,47.50955481355533,97.3844256957216,136.7653729617545,423.689118854852,87.63355386001078,115.84694086425093
2020-04-09,57.92419026609548,84.7507604519741,96.99437596569003,93.3771431745658,115.3102483227723,53.538244399802586,237.51117598686162,74.87004858912881,94.60766563289464,71.42406609615239,59.76372146400603,92.76026343609244,628.607979845355,177.24126767541156,97.25603289761348,893.5031098808863,44.83449499699713,79.93118256351471,134.90051311736863,366.45570028477675,76.23325860661993,92.69457554235808
2020-04-10,72.94007274599045,82.70748371297503,102.19484959143814,93.45153214625348,113.96730475787002,50.89968200685579,223.06513692582806,79.47662829162542,90.86790156599486,69.87981701338744,57.56735136481979,89.5647923907592,656.9161600320863,174.28452233065903,93.05875206788613,700.0025105132313,55.302441664753665,77.98750056123616,136.6924482762214,308.10901227286524,70.97168723791576,86.90692812702295
2020-04-11,90.55513274354598,83.71367230607186,104.29828696459553,95.69779142247559,118.12419555251851,35.33829321482459,183.4487268274545,79.35362444242132,95.8273604242481,69.93657277925445,65.62451713865863,88.42311862265618,615.7523381560405,171.75054932700314,95.21756598419563,828.1486113309339,44.714238594772496,91.68185679546279,140.347284159361,381.83283072011216,62.20854290867245,83.31360317387595
2020-04-12,67.99013343419006,89.22470498710928,103.27466925514204,102.64802730123017,116.9350169381404,54.2973023039052,190.41716978846097,86.25702505560045,97.99020959618748,74.4053401420622,70.85159345909994,90.48848931752772,559.8396245652688,171.83355208635007,106.95009233271908,691.396130873001,33.86645543790289,78.06163488103802,135.61002241686919,359.89890912823654,60.46373105393499,86.94113786985031
2020-04-13,95.92128758030192,87.23737224411394,105.16429034151635,107.01783119271084,108.37188056743872,51.608482868337305,176.3097218767099,79.06809909185274,99.21956920159401,73.08632126170475,61.010702878673094,95.78222355848456,544.8743538212931,180.470035257032,100.51283762370888,760.3000131539534,41.866524452779416,90.75903939877607,134.67425728023622,382.8858583160263,76.22359942609276,97.83655423905667
2020-04-14,71.90842608651542,86.1369372271655,102.20746199645069,90.62862806450899,102.64026135290455,80.23319845061837,172.36773773440817,72.42722782367383,95.56711928991835,80.28543316301892,76.0433072979117,91.40614511537855,560.0530270629828,166.85919256940534,89.12474319272664,856.4701531990797,33.82037610748134,68.37913729817768,125.56339335434723,389.4996868267688,83.21404610914782,97.83472533780795
2020-04-15,74.51822699206527,84.84942915941204,101.5072498732667,91.711380034219,108.95223774800543,75.09630343938382,165.19409411489954,75.01335923146794,95.55082107856903,69.22813573979865,78.39092267746692,93.48437739301303,589.2378061846188,160.85549980227253,90.87146921145332,719.6890931755312,28.633236536742597,81.0907890321635,119.44159755123336,331.88610129713055,84.08445151087831,87.77592694451808
2020-04-16,79.7664470610133,87.13235291529912,106.56252207131128,96.62352144465112,107.0472976727123,60.17576263881521,158.37903374798017,71.34141300916329,102.27949149686101,74.0034419542743,71.55226596747843,95.76694382809156,603.9402357848423,157.39463664620223,92.02728297039219,758.4676473862293,31.604764089103455,78.90818689103499,117.62211141296697,309.9869785214946,84.95437257112852,97.35340477061432
2020-04-17,87.76101587681815,87.17169346654815,96.96431025459712,92.23973708828953,104.39264924764547,73.66633583582653,147.58714356759359,71.40915174381772,93.56722581470927,71.6875135251965,65.26932852370955,92.62007736884397,632.4535504202969,156.94798415839122,85.63092566772876,750.1940888959529,46.61933656765024,82.76119642554421,117.77196226038072,309.77768682297994,80.59781110032188,92.33481569267853
2020-04-18,76.52435178092392,102.84512883889126,101.99082424798655,101.0277527432837,113.31224854115985,74.97465977939892,174.59063580980737,79.32550921198242,97.30379728848786,64.98852974832282,64.96685568705533,91.14533557901504,562.6575960684088,147.94204608243703,94.10142792367432,792.9307813203952,38.861444804601675,86.95809747964792,127.26872169495029,368.8564922197651,68.31330378895895,84.54817259339399
2020-04-19,65.92611693972728,92.88836164076449,106.62344811410061,98.17534330719184,114.84123435301112,67.01555730431508,175.43538941198508,91.20409085371199,99.34249823289466,79.23411416551507,71.5281268033648,95.51977892381727,575.0697552113262,159.36774478985464,95.36500530365305,693.9178821710502,31.140847280128924,90.67268749458776,125.27394119602447,314.8531000342437,73.53412106517774,111.71682631185985
2020-04-20,71.06475484673447,87.65481063158708,99.95051984613463,104.29301323469176,109.06508079719696,74.16743349168232,161.06986365148887,81.18345850990326,95.03615101265665,79.27425842008998,73.88495446680777,98.85743423287857,563.4230263389543,160.39251210442794,91.03035285044933,868.5719971494158,21.329300695819494,84.59968585584512,116.28117293001995,264.86597367790904,83.16594586585818,78.49062258707924
2020-04-21,76.3821238040624,88.63999406920185,104.19618157770238,104.3667367323247,106.05537392227116,79.10515131108137,154.17121578354053,76.14749431927905,92.50111877135045,82.49972606077075,73.96300570830672,95.60636261307233,510.46152131433263,159.50796279777606,90.93053409080366,721.3121117972863,33.70268654800644,83.75653226565223,119.17500793186142,306.5936387172836,82.27875547980342,91.07324710669783
2020-04-22,81.44868576716492,87.46681987280245,103.07669404019133,95.66180954320609,102.72475528062937,64.7521869148725,130.1513524353835,75.2073604086699,90.4876120158687,77.52734205438415,65.10136757329498,94.45281418745691,519.2288502568832,153.77804353337976,87.38425685639909,698.9029382087829,32.02345978795774,82.74793947180147,114.85378102413019,288.80778378855877,84.88764025387546,72.4703763541141
2020-04-23,66.51646463459205,83.76696375639841,99.88118046703856,96.7223259525183,107.91288575688868,69.09594654719612,157.47216500405509,79.40680984151308,98.88072391052675,75.58315190526666,70.02782130423505,92.45008702949326,510.2092608679596,150.8661890552492,82.37564125607891,865.6597203808861,27.860587422254287,86.68831604089083,112.3487112787635,292.3628933000124,86.63544499822267,75.40230894369589
2020-04-24,19.731142472068736,78.92825420718587,93.37322244287661,92.41120219767576,109.32746066461789,66.43411602606204,142.56187411800389,73.94616851317333,96.98653427376789,72.36249058485907,63.14911215815932,93.32714076805631,495.4245796438526,142.8553935994509,88.51155893778522,686.183783362637,25.88340573582025,76.68381163008915,110.54892242587779,259.61574237088,80.55126962934418,87.31276558841259
2020-04-25,65.7624116105468,91.48285868445934,96.56627877289078,107.54679438184073,123.6024130509944,74.17793317955677,166.88061461799757,83.09390196852725,101.24609333587195,75.9420952185068,63.15867524246882,92.27829741563004,448.27355195229734,145.90609583403494,83.80583079436082,780.888910873839,18.955935169363226,72.77120691268371,124.15043295790665,301.9430860196306,65.66084383298225,88.6878859481037
2020-04-26,63.15481214591794,89.33546636662565,100.85933471956179,103.20846577670132,123.21724278866532,80.43051575880502,175.16733212410364,88.86889460498269,107.56720991709551,71.67360540220683,68.70235955378118,101.41885010754645,545.9789226112254,150.90560757590742,90.41651998754475,678.3743339636831,33.19466194810021,89.24344909125853,118.61924461925472,276.9391841060614,74.43837899356836,87.38111722246458
2020-04-27,76.9287913669271,88.70874994329903,97.78286836919837,94.9487662088694,106.06063938728957,69.60992992693001,151.21759803773216,84.2571463095577,112.10674989091287,74.15509506240261,83.71945264356154,97.63726600078303,542.8474365059764,153.20465504011744,86.45459001279778,810.8048031871201,30.674849500534783,77.46862826247009,117.91057372534533,313.0492032939695,88.7537949915027,72.42160207547988
2020-04-28,62.654432805581976,91.44567190339946,95.65953714390656,101.58690036207183,104.77704730519122,61.911410088039474,136.18038941694783,77.87204427701104,99.99447726464452,79.96040505278756,65.28664348299674,99.54440568933171,475.7952307311311,147.5644316594008,90.5549257157094,697.1805572708315,31.2696801367322,82.50488219463378,107.87669690627959,311.8589655309572,90.62347246886807,73.49094044105071
2020-04-29,79.68176536257027,84.65286563700225,94.38415803649208,100.99906392981927,104.40232945191501,86.08993039734679,144.8875523090757,69.30829274256234,96.64057433160174,75.3572932779162,68.59489749703121,95.82194506260241,549.2466123726,148.6331754483626,92.07754253694213,944.3689511760631,32.03080018222866,85.51056797881314,109.70708819062365,291.2406262014535,86.07537663276868,85.1439481749404
2020-04-30,30.113248506672967,91.54208300180274,94.35737837809081,102.1249872593519,103.15627104007413,82.49866081620857,140.88772842943303,72.00611429680049,95.52924779258665,76.92332344758888,62.785246570797,97.07380280525567,485.5592456390649,146.50159715911622,84.9047374201001,862.6759740519515,38.1334680496976,80.62032797520642,109.16746165142581,307.2705667909268,92.08152574549612,73.46680563834356
2020-05-01,69.61372286584796,84.92465625391164,95.40660809539783,101.0513249639838,107.06497350975057,64.98025634275245,149.38325211207794,79.37136138749848,98.74023476263477,77.49203248469266,73.19771299650506,96.99053103298382,463.7147232276118,137.06049237433257,95.40268877566467,824.2418071498837,30.457602261913017,91.07797099513425,114.1266873980419,263.08123351669235,86.55246697793055,79.32588459753633
2020-05-02,47.10919959110619,96.55111154248566,100.76441201703153,101.03153698411286,109.60768689961657,58.962766573906904,131.27674727909874,86.08372205364687,103.20299857586971,77.48768959376719,69.2374870714444,95.02905510919354,442.97927285135364,141.92098909396006,96.35312852816912,762.0313691329264,34.64426153792281,88.33695035056721,116.35458810111489,236.99187700986275,71.80548421668239,93.3475645097771
2020-05-03,81.99620125997261,95.87936091478231,100.76520121160205,102.12486004348338,110.73496327418061,77.6822500562289,143.5699657345823,92.65002485501938,102.09345719729284,77.1706259423455,76.41934363741528,98.31344974513198,511.9946967892176,144.5214952127657,94.2495550835145,652.2979712624795,22.183809490615104,84.44077324460623,112.25251416039151,308.6641353930512,70.88550153449256,81.65204824762698
2020-05-04,67.55811083609983,88.11778228689363,96.48875253013716,92.28057160031815,101.20875974069463,78.26217023150865,157.671618676226,81.53380724848962,94.2514986428367,77.20778470761753,69.2526924738507,97.17748955176094,475.0995220099887,140.40491419426797,87.32952866248088,861.2189175566207,27.35537463610288,89.27763991771423,108.78342350559699,250.5961441219289,96.51184394340801,80.47224194542571
2020-05-05,77.63939989777494,92.0917390072604,93.2366791484971,103.78780841594565,98.64139124124515,66.91808590080716,133.21105279364048,73.93082252560454,93.18160976881678,76.4073379512088,67.40587832650557,97.32770735195967,453.56262232284274,134.44742019758374,84.47912269451166,763.123904170808,20.03799914705548,77.77110073007438,105.38403652790622,279.0193193779632,92.63829779671677,82.84645271699695
2020-05-06,62.723759529460885,92.1823173666479,96.47444758162754,106.28445689483233,96.23955826616272,78.54855449171865,112.28037083477493,82.2878252767546,89.81931650170239,78.06202668009072,65.67518353679799,95.29008023323217,524.5694429772215,132.97007849599476,89.77850818981524,968.9479207969769,26.698769643359153,84.48057311419808,103.50251302044316,245.72458405816843,91.68430440105342,89.87012321761306
2020-05-07,70.7100169596907,89.10902486776027,94.31981547457212,89.97536544473904,98.56900261259496,82.73735954200679,128.16684526374667,70.1895847351351,92.07088731325933,76.3419181400642,69.05288659641631,98.35315871151661,483.3051482249205,128.3519455632779,84.9072895396692,892.2867471374373,27.780011576019156,82.50589307874523,100.73870499950907,343.9416517980497,92.65657441533995,87.46430051978096
2020-05-08,43.53854910043935,90.20132217848914,90.0503825995561,87.75477508659753,96.00718547021032,80.54614908988451,132.69952821763704,78.49915832553013,90.93804487083848,70.50543487141513,64.84335072834506,94.31624518024972,450.7742258583867,122.91100487863557,86.47736449096097,836.1626944261659,30.991218540195405,76.96739957661794,104.84948765136018,332.60797034594316,89.76170312413196,80.74793901448783
2020-05-09,70.91700384094722,94.36009729951283,93.28976716561728,109.73021516521698,108.29092736492593,74.69568610247738,128.13386250439623,80.34424813826611,102.12220420352993,81.04880948791788,66.61594289419071,92.11863218022657,464.2564236731171,130.2972270100595,90.37082504292755,817.8854160338477,41.98402472299598,75.19303466329649,103.50383744829124,289.2073017378658,68.54322667507127,77.36579172206883
2020-05-10,67.92447431204049,96.3816586364143,91.13623798533905,98.70749158298307,102.13838458702216,71.27818081126958,123.62302580742066,81.30353132098605,97.61728733026706,78.67486859819763,82.48497572518428,90.04356117333832,439.4209353404086,121.18564922743185,98.68177929216334,795.6608821957575,44.335191077010826,81.5530186072122,110.97589057898512,289.02814605164815,64.70267570986394,75.14817951156421
2020-05-11,52.00540728866381,90.65441941487269,90.1191505885882,97.58851607977181,94.82382200384127,81.70589753981416,114.90781448466994,83.13979593938777,93.11642988812368,77.79940686797529,73.89474316350368,99.17113194707063,452.24023926696304,126.76154017821497,74.68394524883782,1086.0808346753197,37.03729724483266,77.81432426689516,109.71700391314698,289.09510180553764,89.68687133787934,96.48031012750484
