date,Aching Muscle Pain,Fatigue,Insomnia,Palpitations,Headache,Clouding of consciousness,Chest Tightness,Hip pain,Myalgia,Major depressive disorder,Sleep disorder,Anxiety,Anosmia,Shortness of breath,Dizziness,Long Covid,Lightheadedness,Chest pain,Ageusia,Mental health,Hypochondriasis
24/4/2022,238.9111106,102.9718521,84.12692195,94.82295065,96.87385242,120.1151518,72.23031149,94.61817136,101.6152275,101.5596634,72.407342,114.6024101,118.521987,87.21806579,80.94671873,3228.431382,67.53956798,85.11480696,97.76558996,131.5874713,58.21289318
25/4/2022,218.809626,102.9465149,98.79410174,96.95961594,94.02224301,145.5846844,83.81368943,92.13374149,93.05926008,109.9970807,84.03613964,129.880855,112.5193724,89.05750586,91.60061603,3504.875387,86.10401355,91.74172049,108.8289915,172.8390694,71.08143335
26/4/2022,160.2588422,114.8274654,93.00631991,92.87473604,90.96304247,141.8752363,80.30267221,86.50740438,97.14899393,108.7481071,80.39643133,122.4695774,127.7241091,89.94737466,87.42638542,3548.479574,74.62717186,86.07191613,105.9431002,182.4870312,72.6006551
27/4/2022,228.6874181,108.0834543,91.64195687,86.08907189,92.01934116,138.2503946,75.96669908,82.43880396,92.03346885,107.7680796,88.50348647,114.6826947,126.2367627,89.06512271,86.60946639,3461.845062,76.22516576,88.28164217,113.5312412,171.528705,72.58372109
28/4/2022,260.0361223,98.66166052,85.58695942,84.17273552,92.14842123,131.8268627,68.32944433,81.70022496,92.03088802,107.607061,76.87172878,114.5357424,104.6306209,81.43531234,83.57593465,3288.670797,81.44866294,80.51126379,90.57486749,162.4469609,68.05277947
29/4/2022,171.3116188,93.97483207,89.987743,76.34950784,85.06821526,139.6231058,67.57160683,76.37964337,89.98325989,89.43170783,68.04199533,110.5325706,105.0483286,81.42464305,87.51853954,3029.615704,75.32050924,82.30990539,113.0617724,142.3783072,62.00816886
30/4/2022,270.952558,91.64492067,91.51430041,79.2591592,89.01446023,134.9008502,57.64847011,79.11633114,98.16542231,92.3244123,63.628075,99.90340087,108.7115963,75.65995489,83.64045034,2899.462602,60.68660585,81.51292207,116.5168367,109.5217886,64.26714553
1/5/2022,213.4853028,87.90040637,88.6912112,84.14114705,90.25718263,158.138712,61.13260857,84.66121587,95.09745212,95.3492618,62.97048896,104.0189888,100.8812693,72.75716183,84.22912992,3073.27535,75.78867656,81.29400254,97.83015361,111.3290083,65.77128547
2/5/2022,228.6905711,103.0956721,89.62548122,89.17127657,90.2998049,166.1988368,86.74589805,84.18498155,95.09211404,112.7996679,77.72582832,111.6206577,111.4195787,91.99116096,70.58132202,3505.415893,78.79595533,90.77018704,101.7907825,162.4321066,67.30257796
3/5/2022,215.3609598,108.8685672,90.96322088,82.71297218,86.24608373,166.697398,70.83754425,80.08543395,96.1115117,108.1310001,80.37427893,127.6932144,128.1226663,84.89965572,82.17877044,3186.470202,82.17183677,82.24753396,102.8879263,166.0299428,73.3404155
4/5/2022,300.8779703,105.581333,86.74233255,84.31625704,88.35604065,158.4042777,70.2824634,84.81253211,96.08471562,103.7806871,85.34869715,121.3682853,105.4281764,79.54482291,82.91301677,3142.023361,80.17701082,84.12417913,91.623045,160.5612582,67.30699168
5/5/2022,513.8340103,109.6038183,84.59691435,88.69148702,88.28727349,140.094569,86.57550541,85.39807403,100.1599342,103.4097489,70.72015991,120.0976641,94.75815646,82.26916123,84.29868436,3203.081481,69.07620332,84.73280721,69.50847797,153.2507349,62.00218395
6/5/2022,431.8149727,92.40890921,83.58975275,85.59144926,87.44014982,138.4143931,56.48504699,83.44232302,90.98185736,98.06362642,64.58133924,110.256728,102.7275112,81.05993333,88.18545339,3290.225086,83.90016972,84.31770914,98.29273504,136.851978,65.02316781
7/5/2022,472.0910009,99.42208889,85.60070096,84.02472313,91.64861834,120.0448637,60.97150287,83.49699827,101.1865113,95.62084447,61.72552341,116.1564321,128.987245,73.34213964,87.68503441,3117.44922,63.79067598,87.05679883,137.4440659,94.86148706,54.06805893
8/5/2022,381.8964744,91.2309404,87.63289034,85.79477595,92.66952806,133.3854593,84.06602841,83.7478603,92.99622827,93.38787647,65.44575228,114.2811036,120.5292715,80.37863623,88.39814986,2944.542187,73.34668589,89.36718009,117.1698017,94.88312822,50.3972068
9/5/2022,378.4749673,114.4705105,94.67485207,87.95077968,94.85131658,158.5663336,71.0092131,88.45003405,97.07067556,110.8385086,84.56836118,125.7265827,132.5525159,90.05998621,88.55441803,3464.101383,78.10155667,90.7610865,93.44545128,156.9568107,56.24925287
10/5/2022,445.959443,108.6130352,86.67700919,85.73203183,92.63468605,153.418285,83.11586659,82.74006692,98.11472415,105.6438752,83.47647609,113.2653678,136.3952043,85.81233053,87.67386671,3131.055924,79.90717425,87.99856313,102.11746,164.2064076,61.36269341
11/5/2022,511.1850227,120.0373309,96.78662047,89.32077224,91.38853542,131.7566529,71.48075115,89.43348255,99.12050748,122.9306574,95.96459915,116.9087461,128.5944428,89.89795401,83.7380065,3173.314271,78.22339318,88.94387187,96.83378628,176.9145199,68.66134606
12/5/2022,511.4910748,109.1888163,87.73556677,86.42116772,87.97137181,148.4198917,73.91514393,86.53506527,99.10271992,105.2195974,80.04830785,116.874456,124.0626676,82.02883815,91.37666108,3131.053069,69.97934525,82.52963584,108.2907389,151.3638722,95.86752223
13/5/2022,509.9199796,95.99415579,80.65333634,86.43556873,88.94308324,145.0931433,65.9880196,77.7030033,93.97998848,88.78063674,64.43443879,105.3769397,133.6137717,81.34064371,96.84724577,2927.563803,75.3836897,86.59005411,101.734952,129.5299551,87.2446858
14/5/2022,529.7042689,89.99150825,86.66330909,85.17522603,90.48435792,120.075302,71.83726997,69.67002322,89.91233061,85.39106903,60.69335159,95.1032084,123.648562,75.58518952,127.8142621,2521.079062,68.52056641,79.74617994,127.111427,89.4028973,73.81576346
15/5/2022,440.5299802,95.98804191,87.6223267,89.39812038,92.46692498,116.6870466,78.75216476,95.59310097,95.04183107,89.04378434,61.59968186,109.4626438,109.8965499,76.29882011,90.8201122,2644.028187,80.49090695,86.16128179,122.3523941,91.20904822,67.11679296
16/5/2022,446.3997232,105.5829459,90.39663971,89.37534666,95.3292572,120.0104882,70.64474743,89.36779754,95.02852804,107.1154916,74.84987425,110.5070898,112.0830373,91.87715925,95.02978081,3090.405806,80.719232,88.91136482,131.4512848,151.4596599,74.78789728
17/5/2022,407.3052902,112.7321652,87.72989727,84.89978139,92.41616019,126.9420052,72.46618303,90.71540227,95.89848371,103.3019632,80.53253589,116.0275774,121.8992407,86.00070147,88.7887934,3195.493444,86.78869755,88.46670613,103.7420996,149.6504577,66.15202178
18/5/2022,359.0387501,108.5501937,94.6306632,83.81574701,99.08679593,143.3037688,80.87632661,88.72120624,92.82677991,97.6661495,82.47709326,117.2522774,107.6653731,86.2432247,88.93655311,3291.88004,81.75886029,87.51711077,101.9809131,147.8090417,66.13778814
19/5/2022,380.1330961,107.3392534,88.56136573,78.73145351,93.27314268,154.9930582,81.15992678,80.19970023,94.86098983,103.8468031,62.00084209,105.3070715,106.7190117,87.22166236,89.37700547,3174.241356,77.43343243,81.42267144,123.5902473,147.8142238,76.68803577
20/5/2022,427.3476289,96.47910259,82.27776097,84.57035996,92.38420598,138.3394559,80.28911315,80.17256956,89.80439786,87.55149324,68.17972165,117.2651302,96.3189334,81.99855017,93.69598998,2887.34596,78.40225547,81.41700926,114.7443113,114.9702478,62.29366774
21/5/2022,362.8748179,90.46895964,80.68582569,78.08607592,93.3789793,124.9922493,74.23292653,88.62141155,99.02454423,76.13699585,57.27258639,109.4438096,155.009744,75.57223732,91.37734354,2584.428593,78.41517513,76.84101962,91.4106019,93.05865405,62.28979932
22/5/2022,461.8667304,101.3036325,89.49702555,84.60909804,94.4006062,131.6553684,76.83530146,97.3944608,96.98049071,91.87197971,68.26973766,116.1924608,122.6117867,80.28344432,90.88009604,2691.211896,71.30039211,85.07379467,114.2978491,89.40599115,59.40581798
23/5/2022,401.670504,102.5358825,83.25072355,87.73150456,93.65752085,128.3175297,85.48686939,86.29318558,105.8735611,97.28244014,75.58634825,112.7988221,132.1516,87.61483382,88.79656874,3292.972346,84.98106239,88.69689229,103.8165573,136.8378913,67.08070639
24/5/2022,454.4660577,107.5596161,88.14566291,85.66250979,96.70533885,151.6872822,73.17573782,85.39208349,93.17264351,105.9589979,81.03159611,113.6123803,113.5832573,83.90817012,93.85037489,3222.173687,72.57437198,89.45223353,98.29422845,144.1504329,69.94969096
25/5/2022,522.4306411,100.3078868,89.17866232,80.73401681,89.73915903,155.0136711,76.09404698,78.63915224,88.91114939,97.594185,62.96031209,118.3191024,131.7860011,83.95020528,88.45882131,3160.703038,79.20820922,83.15024748,95.46956267,155.3530898,73.79064445
26/5/2022,485.1415196,102.7480203,89.27631977,84.17371848,94.44961617,161.6848967,63.15253173,82.81624167,98.43937037,103.3741977,71.69149507,124.7702853,137.2557075,82.17824956,90.27983744,3371.933571,80.93636483,83.06654914,110.6468042,141.2216212,57.50621296
27/5/2022,428.5969678,96.72004555,83.34032733,79.72638697,92.49382635,135.0099006,69.32784498,84.77010087,95.26603323,88.90017931,74.64711913,110.2397349,107.2556341,85.708117,86.07635817,2880.598715,74.96849047,84.86655709,108.398057,127.0483875,61.33983942
28/5/2022,455.4271867,88.26797861,77.66326912,78.94286234,90.54618258,133.3562804,68.49301977,82.76801193,93.14864851,79.94410996,59.03275111,101.8864892,112.435745,73.71687711,88.16160896,2530.093261,77.49686437,82.15262654,116.4531435,97.06421666,57.51566337
29/5/2022,393.0726792,99.15998521,87.20699986,77.91619801,93.7802224,136.6946123,80.65286274,92.49523461,92.06370529,90.25831128,67.98891467,102.0959578,126.1351367,74.6348047,99.99481745,2917.248597,68.02235769,91.16171973,116.5323324,86.47245911,56.55576943
30/5/2022,511.8933936,102.8034324,91.3038218,81.76000324,99.75633604,128.3661459,72.32126933,97.32483809,94.18508725,96.87653147,78.63631062,110.6596097,118.5943544,84.75759716,89.76808986,3093.690433,76.71801642,83.86287259,130.3335987,111.1735141,63.24538097
31/5/2022,474.1636741,104.0456422,89.31657339,83.2817368,98.00041137,141.7183839,65.13836761,83.68201716,91.01547014,99.36753479,76.75940449,107.3496769,120.1732366,83.88775441,92.64941731,3041.401792,76.73458307,88.40221567,112.8446573,125.2884848,66.14565103
1/6/2022,441.9545524,100.3351891,86.12020392,87.71224028,90.66340644,132.4595095,60.0049134,90.48137064,93.49984636,96.73877113,67.05109034,111.6753024,130.7732886,85.72819001,98.31331106,3111.483264,81.15200734,88.90517801,98.1714261,132.3425728,69.96356661
2/6/2022,503.510757,101.3382654,93.15102139,85.91547937,90.99911989,145.379141,82.16060924,87.33213015,90.33221838,98.00844079,79.23087225,102.9843549,118.6693443,85.98077435,88.92969965,2938.757587,82.72678595,88.87998655,93.98898117,127.0492767,71.87201032
3/6/2022,480.8115885,99.07939862,88.03284048,77.7120565,90.62620879,121.1126337,64.3718917,83.49386731,88.84435672,87.10938965,69.83397696,107.1797923,123.3158639,84.7515174,90.41654877,2524.217999,77.25888899,83.83231043,129.3410763,128.8218555,68.01223514
4/6/2022,519.6906209,94.26901552,86.11900622,75.90213492,93.01216072,111.436845,65.75966357,85.66500584,94.13189229,84.56965305,65.336736,104.2431089,117.0339706,79.55032405,97.82797805,2282.038594,80.49419361,87.492892,138.1475021,93.5474476,68.97451444
5/6/2022,416.0837052,105.1795201,80.69527051,77.13887528,96.02949395,106.5747906,74.35828004,91.89399728,94.10818186,98.18565449,66.33793054,108.4032111,141.8823329,78.29609819,97.83436145,2593.059651,85.74077104,90.20935547,115.8018141,95.32860116,69.95704509
6/6/2022,529.6408239,110.043157,88.63923749,79.44871887,98.130302,143.7390157,75.25707534,92.44128507,94.11015252,100.6354487,79.09848768,114.4076458,116.931177,88.57492582,93.33271983,3007.739326,95.06977107,92.80462654,122.7997132,135.95421,58.47343273
7/6/2022,370.663014,108.8477539,86.61896666,85.71220487,98.12676589,170.4464758,83.84347763,85.57445363,95.17496733,98.29933066,72.24476916,115.1788167,114.0791075,83.97359552,93.81873179,3309.286275,90.56252812,87.24277025,134.9763147,137.7256418,68.07243647
8/6/2022,558.7730746,116.1586811,89.98991637,83.56755649,93.98883142,148.2878658,76.16716605,89.55964538,97.29818945,99.37222239,71.25337873,112.9261405,126.0047375,87.95331828,93.08313507,2971.921303,82.781918,89.0714325,129.3785437,139.4915048,63.2785431
9/6/2022,422.2919224,110.1719144,87.37382793,85.69712706,93.0461079,144.8587098,81.38562891,85.57569744,95.15658069,97.94296695,78.2136897,109.1946155,133.1469537,86.73898442,92.33575233,2836.873482,73.97201193,88.14811335,106.6793982,135.0633821,62.3005201
10/6/2022,417.0471294,106.7268032,85.21340326,81.23938526,96.05041047,119.2910189,66.93769733,85.67051967,93.05145342,88.59728903,70.74584924,99.26069694,213.5298171,86.70745838,92.37000559,2566.980235,79.93938411,88.15006628,107.3432157,119.5606447,59.31792583
11/6/2022,382.1309646,102.0975635,84.46559483,81.11285559,94.31561225,134.6764785,76.59897986,84.64668228,91.99854954,87.1434769,59.72283581,103.0287578,146.4238132,75.9782868,96.5212146,2432.199747,77.66785224,91.88542444,114.501696,86.97462086,72.64960607
12/6/2022,399.3228086,97.47615204,88.98273977,93.18295404,102.0548791,148.3567485,66.16636281,90.47714404,100.4570411,93.03184246,63.40662823,103.5683507,140.8691989,77.52624231,93.98402444,2331.267568,84.1493104,86.3194488,152.5928331,90.04905332,103.6613792
13/6/2022,374.1226615,111.4148524,87.18124859,91.32139188,97.84306908,180.6590495,79.61375862,90.1088479,95.17439972,93.13641435,72.21608681,111.2115729,129.8861099,86.69167284,98.17927955,3244.592218,97.60576385,96.9792279,105.327017,128.8830242,71.53632642
14/6/2022,449.0631806,102.1312847,89.61838847,85.59483903,98.51263529,146.2998384,75.86649115,88.54923373,90.94940456,87.30620725,73.90020548,111.3198211,149.8390486,86.94844683,91.12434431,2738.221967,80.45666863,90.20185656,127.9134429,125.7985293,69.45811387
15/6/2022,448.6842545,105.3140433,88.15294646,84.68901401,94.91750873,155.308313,62.44508599,83.40480703,95.19157211,91.53994116,68.94359922,107.6914664,135.95513,86.06337908,92.20734583,2532.903885,83.34693761,84.37539345,125.1783375,122.6760548,80.87021725
16/6/2022,432.887395,99.53526022,85.86066729,80.00167414,95.00666286,128.2567095,74.91444361,86.29795517,95.41289587,89.79538082,66.35602169,109.7329912,122.9954037,81.18162723,93.16192469,2599.994635,85.31986339,81.42537848,122.088209,113.3510042,67.3997283
17/6/2022,381.7097314,93.75758717,85.36218179,80.11647206,93.58951949,137.3002386,65.80163244,83.36321942,88.80188902,85.28297233,59.5689978,96.17584903,152.3473772,80.03984862,97.33506659,2498.689903,88.18082315,80.45612427,139.2761321,99.36894124,71.54886789
18/6/2022,460.9189489,94.65320359,84.30633084,91.21914813,97.08059511,134.431332,60.57905549,89.26379701,94.04978068,84.50313236,61.04543944,100.4273484,156.9678412,73.66067189,89.67937352,2464.395365,76.38943358,88.21125898,171.2149865,83.8405919,67.39811818
19/6/2022,416.2136147,100.6269155,77.74481348,89.36701559,100.1704905,133.7979318,80.49367949,95.07190056,95.11708357,85.25924741,62.8755055,100.6452155,136.5160206,77.41814243,98.31451801,2598.752031,80.23078237,92.11867574,150.281843,74.48269326,63.24777664
20/6/2022,412.8677672,107.5848165,88.09032161,81.95392569,98.11266667,130.1935537,75.19302194,90.22802293,95.12582873,105.5554533,72.37627489,117.8570237,137.1977234,83.33390295,105.801739,3274.133206,79.7108133,96.00769032,154.1851831,110.1982833,64.31254881
21/6/2022,422.3524278,106.4435563,86.69587317,84.79691853,98.12634809,137.497252,86.78763169,91.82521171,99.15827353,93.82890015,74.90088916,102.9930686,133.8635986,90.55586063,98.31302137,3473.8907,88.13254997,85.6533968,115.0026727,116.3989028,70.54918689
22/6/2022,476.2595363,111.0730461,88.94492767,84.6769093,98.8376054,132.0785239,66.6461582,94.90016304,102.3398684,94.96870538,80.19289217,107.0828258,161.8575038,85.13365544,94.22365374,2848.859446,85.12950703,86.29758139,158.7365568,117.9562644,67.42154713
23/6/2022,549.5326868,108.7276019,88.90269753,79.15257653,97.63249343,141.1439696,63.29188714,85.55620337,95.18083211,90.72631309,66.77252782,116.1513659,135.9550692,82.16856395,93.16934842,3126.826485,82.07963226,86.30639367,177.3981806,114.4655833,68.45396889
24/6/2022,432.4420595,99.48095985,89.13081686,81.87875432,94.77151876,112.1755368,64.82279939,81.28955709,98.2444605,84.01925511,61.76721607,101.4112893,170.7044986,83.22989997,93.09759167,2570.894196,83.02674643,83.40899797,85.98759538,102.211937,58.1027248
25/6/2022,412.6063492,106.4389924,84.21683903,79.13007018,100.5910943,108.6912935,79.76622169,87.33037488,99.26442399,85.8008604,61.91420574,111.2909576,142.8453754,77.84276378,97.07567318,2660.477194,84.87878065,85.33112451,174.4114072,98.02151493,54.98608558
26/6/2022,399.5130885,93.69964503,91.29529097,79.03961735,102.4647293,130.3160924,63.99819942,99.22186829,103.37448,94.89766143,65.18997037,130.096383,158.5388587,81.37922384,106.2343854,2674.92341,76.11210765,86.31087366,154.7096233,100.80562,69.49093256
27/6/2022,427.4000931,101.7663379,88.1411512,87.37873504,107.946416,139.3969851,71.77466608,86.04906677,96.13601161,106.7715974,74.51213131,114.9269207,146.9107095,87.87189428,99.00580136,2952.868237,76.1985798,90.18994619,185.5163124,137.2264128,60.13530268
28/6/2022,418.9370464,109.8659371,93.75430822,82.86748268,96.01903952,152.076568,82.23251023,88.00862832,98.1991085,99.34644446,69.92232531,118.5849778,166.2564886,85.53536607,99.54971094,3091.760182,80.08669662,92.11131118,124.0802982,143.6354751,63.24576252
29/6/2022,433.4408707,106.3978692,86.5475105,85.74147845,95.04465064,146.693086,67.84450828,94.25612805,91.99517821,87.5263545,76.39734161,111.6292433,142.5413983,93.65528268,97.37157134,3229.985769,92.15165374,89.19642095,159.5398285,123.5150129,62.2159967
30/6/2022,451.454697,95.99892863,90.0093475,67.98046791,97.7971688,123.1412802,75.56655009,90.28501259,91.01605626,87.28168607,65.90089492,103.5363698,155.0283929,85.89098431,96.9155677,3016.159567,81.13694849,84.39091185,168.061293,112.0619674,70.53103066
1/7/2022,437.9537334,96.01387575,82.81830375,70.59381971,91.4362116,115.8831884,57.7449345,81.31225464,81.69623127,81.07065544,56.20444974,97.27004288,191.763603,82.15352632,93.66235857,2881.108744,89.73191022,84.37011678,195.2257697,94.84328426,72.59446699
2/7/2022,461.4116017,87.92909788,82.57614658,73.59933278,98.86939781,121.3224478,70.35567546,87.26367323,97.21171769,78.13215386,51.97746496,93.21406949,153.4004684,80.32433487,93.70139552,2742.637707,78.08927204,85.32410213,187.4914608,79.07914289,71.57360685
3/7/2022,416.5278855,98.36403536,88.14418913,80.76986833,102.4450126,123.7245464,78.3769575,94.1746843,97.21088113,87.31985833,60.18911969,106.2423594,216.7091164,89.98755975,97.92249685,2951.366098,73.19390519,90.16358894,157.2019495,80.53489483,71.55445996
4/7/2022,499.8203671,99.52557479,89.94089852,81.89176503,104.2336951,133.8528093,68.44069659,92.28589052,99.2792062,82.80894504,74.82803234,100.9914174,150.8536157,87.81212433,96.50840949,3123.94925,73.16817117,89.78958232,169.8503843,94.95220962,63.27624448
5/7/2022,460.0824581,108.7801592,90.26614472,79.79568846,105.2950365,137.5032523,83.59484389,87.16696034,97.35553317,91.35588268,64.76580058,117.748687,177.3750216,84.31810911,98.2234959,3297.973019,83.40533544,86.28009383,178.2716368,110.7565362,77.78030511
6/7/2022,543.4105305,117.3660174,97.13004173,78.17831718,106.270091,153.7743679,84.37001557,88.22754194,103.4597829,89.98912781,78.3785002,107.3210098,155.3650233,82.89197576,93.48986692,3780.924238,90.63804886,85.31089074,138.7567414,117.9595143,72.60912689
7/7/2022,551.0309937,106.8041814,92.46681316,71.38245664,99.96429941,166.4405104,74.74651569,84.23855271,92.07765154,91.90039635,72.29395968,104.8267632,161.9438419,82.44288001,91.4036697,3297.820588,89.14335024,90.16233259,149.495993,156.2635606,66.38530476
8/7/2022,401.5553299,98.84230535,89.34539061,72.75105251,94.86427577,135.6809186,58.76085634,88.34541275,91.0439188,83.74878431,68.08354109,98.15967955,169.0894752,82.9257925,95.67972819,3449.707786,79.36250718,82.40894312,199.1563188,304.4997734,60.15946266
9/7/2022,478.184792,97.47313941,85.26847197,76.09061511,100.0075036,112.1665225,76.08174926,91.26932298,100.3173572,81.22971403,61.71201011,89.81072574,174.8690422,72.65353156,96.55096331,3450.22508,82.20812088,88.22875852,177.0287976,246.5850505,54.96680343
10/7/2022,461.4547636,99.82443964,93.93122181,80.71662359,102.1375126,137.530957,84.92363185,98.66269517,101.3533348,90.3367608,57.61715568,98.54489757,196.7307733,77.32530772,94.56127504,3677.405652,79.3114478,86.29707673,183.852184,201.027542,70.52164388
11/7/2022,526.2844131,108.0452552,97.80842672,83.89703688,106.7971559,159.2475945,90.77884904,105.0700873,103.9715177,97.12474906,67.00774927,109.1701653,186.0058386,87.91368816,100.8894632,4125.397275,69.63926686,94.05324651,165.3569505,356.4945678,67.94571006
12/7/2022,501.0279107,104.4875228,94.3914261,82.79654903,98.76299804,139.3010249,66.32400834,86.28900925,97.75072016,90.19711225,71.60627123,111.6789358,166.309171,85.18002397,102.5033607,3258.095072,78.17969106,90.81394793,165.5205654,188.9134662,66.3161374
13/7/2022,510.1457267,105.661843,93.89569618,87.96934381,102.0017354,154.2743855,73.58202826,92.3866378,107.4472218,84.99557195,71.66188089,118.3611474,179.7095598,84.85015636,97.62174187,3506.676818,80.92296891,86.02250885,155.0070917,146.0969136,64.70175891
14/7/2022,491.208856,110.3708984,97.87079351,76.40855935,101.7202561,139.3645511,66.5796502,82.0253077,97.7929098,83.9797867,67.62209188,129.6615194,142.5646073,81.39825127,94.23663699,3464.617817,84.30004935,88.8799428,174.6924387,121.0991625,66.2648831
15/7/2022,487.2698061,98.63877977,90.29398345,74.50357238,99.68307491,132.7703868,75.65994518,87.91705025,96.76488267,88.71304929,69.6986134,123.1156528,211.2921534,77.63791118,106.3595537,3423.300318,84.28322911,88.90947556,132.7868659,106.8731178,60.82136195
16/7/2022,419.7425487,95.12262368,90.78233686,76.37736808,102.8539295,91.29026786,78.37040502,93.18334547,96.78179973,83.95308747,58.5006822,119.3247613,157.6383021,76.40348615,104.1603191,3259.118909,77.34817934,86.07187762,176.3513202,89.07302659,60.0472548
17/7/2022,431.29265,97.53075256,94.33839047,81.14700567,111.7589401,107.7407265,78.86975573,102.7004256,92.50067572,81.27472043,60.53138739,104.34487,159.7895824,74.87253187,100.8767333,3465.936498,79.11185449,91.80155536,142.3747472,89.13513647,53.79905557
18/7/2022,508.3965334,96.37029359,104.8618868,84.98254396,107.6753933,130.904313,94.09827637,91.29763526,100.0525788,88.85017221,72.78793336,126.7320082,183.4954932,85.79438893,103.2524747,3507.231394,94.56337543,88.92178496,143.4817873,110.5481737,69.38936023
19/7/2022,441.6285557,116.3247393,96.478288,86.75629825,105.0459228,129.2723594,69.42278165,88.90861975,104.3381051,88.93585751,70.58394037,112.0033629,171.2030119,86.96410288,84.46860279,3547.930321,79.02625519,95.49238177,179.6744954,114.1271431,65.47715064
20/7/2022,552.5290813,106.9419462,93.53959854,84.09620063,108.1254266,147.5054433,85.45118148,98.44442038,96.8016187,90.75821467,68.70009058,107.606557,144.6994532,88.02252014,94.97278379,3630.123409,87.35942069,90.69240481,137.6972798,110.6041072,64.68464763
21/7/2022,525.6668729,103.3961415,91.21133617,79.64867633,101.6235465,145.8024586,67.61061492,96.48882168,94.64516574,90.99619815,70.51481026,99.94660352,155.391228,100.2392953,95.91701337,4042.509978,91.5212682,88.80412172,154.8749479,107.0292065,75.61045969
22/7/2022,482.7677376,106.939997,91.2190794,85.88682255,101.4247818,130.8804855,79.45297614,86.10221301,96.7766265,82.41856368,65.52932594,96.07784976,151.2412926,93.22366494,99.8337882,3630.347282,92.29598358,88.79058059,168.2297233,99.88451683,74.83646733
23/7/2022,418.916546,91.67622756,91.25664575,80.85829109,106.1108448,135.658623,88.38967136,93.2475931,93.53733596,92.65115359,64.79379863,113.4739322,146.9186205,81.22828357,100.4461407,3582.236596,89.46486238,93.5503143,170.596553,82.08311584,70.95447615
24/7/2022,481.2351283,101.096354,93.42408604,95.16043473,106.1083933,116.0484211,72.93660706,96.4507286,102.1648749,87.44352718,59.52805575,117.3273974,131.2790915,88.2164329,111.5703901,3549.410138,85.76012565,89.71789578,140.7545266,85.59915094,67.81758911
25/7/2022,435.5975681,115.2178491,96.66421375,89.44852512,106.450084,130.9922482,78.59635859,93.58870619,103.2355023,98.98969401,72.98330218,120.7053963,137.7831241,86.21580196,99.50893423,3921.265628,87.61512924,95.83358843,162.9854804,106.9629714,70.93146463
26/7/2022,459.7537809,111.7110081,100.8718007,88.46829501,103.8710458,149.2273095,80.49795922,89.38908895,106.4870402,93.51802113,89.01470951,120.8773966,126.8362241,98.28840701,99.36960197,4755.102347,79.14037063,89.15502391,141.338192,114.0415059,69.36772753
27/7/2022,518.4612612,114.0439426,95.44409041,83.70807623,100.9238451,179.1885923,81.41686846,94.2459295,92.93690875,87.55091157,70.33588105,115.7684641,170.4894997,90.21557174,99.40267336,4469.747468,91.05598546,91.0694976,141.4460195,103.3220574,71.70136812
28/7/2022,456.0986445,107.8670332,91.22817249,83.70350351,103.2942649,137.9225816,94.03491723,96.36344313,98.37580605,92.3926785,77.46467403,123.2291641,139.3673517,84.21938763,97.20118504,4232.156142,100.5634246,92.42197467,143.6116338,103.3570948,68.58914308
29/7/2022,477.7534828,99.96014125,90.34185952,77.02705915,98.41785531,117.1714359,73.05154463,93.44938392,96.16434936,84.51690514,67.76404892,113.2620519,160.2944929,80.7808941,99.31967159,3662.696611,83.47933217,84.33818597,153.9295284,85.49330796,70.13430712
30/7/2022,436.8724097,101.1518095,91.01345583,77.5705026,101.06997,122.6274806,68.31565247,84.05865774,93.61322343,80.06078732,56.99645722,101.8399105,179.8238422,84.10884952,100.1436178,3602.163311,79.4493232,86.25379662,158.0158281,74.84377466,66.23396297
31/7/2022,455.9520457,101.1634682,88.17093384,84.6698254,105.4221263,131.6248165,72.83713661,98.36340623,106.5108387,80.06160772,64.57465073,119.589243,153.5133041,89.10656102,97.65209076,4073.922074,85.33296017,87.45837785,141.5061993,78.38378611,59.22434556
1/8/2022,472.6887088,104.6644884,95.47845798,80.86781755,103.2537184,156.9785033,91.80048585,92.01591505,103.6231281,86.32346475,85.61807199,110.7067658,156.8496407,89.16010903,101.2649362,4327.065225,88.04218474,89.36483081,107.5441946,106.9527477,62.32128769
2/8/2022,515.8433306,111.7378805,91.25390439,79.98084602,102.8533899,137.1185106,75.77323371,95.64235073,97.89100603,80.15889374,73.83519166,119.992704,155.0539278,83.19421192,96.08074695,4185.098618,82.10817633,91.00023209,126.6442588,121.2718164,72.44128244
3/8/2022,588.7725974,109.380942,91.95758925,84.64049143,100.5543312,128.2323031,75.79579803,88.28767833,97.8319956,84.01807774,76.73225599,108.4938442,139.8314559,85.07958451,94.88789206,3641.041647,86.4305064,88.12400881,107.8437615,110.5647486,70.9434049
4/8/2022,554.6372134,103.9757847,94.32588797,77.97641187,98.43481411,135.3617771,75.7942831,89.93243895,109.2318089,82.47163721,69.37626888,110.8621362,124.7590239,80.08129674,103.0421855,3899.124067,82.36133254,91.3901555,126.0987688,114.1222952,81.15958472
5/8/2022,496.5350151,93.44593645,92.30049465,73.21945846,90.86850242,138.9595657,78.4060987,90.92304133,97.84158769,78.5810084,60.62176116,109.6031679,136.9847628,79.79927324,91.36824758,3945.950459,73.26893233,89.05573007,164.3147355,114.1392977,89.80614573
