date,Aching Muscle Pain,Fatigue,Insomnia,Palpitations,Headache,Clouding of consciousness,Chest Tightness,Hip pain,Myalgia,Major depressive disorder,Sleep disorder,Anxiety,Anosmia,Shortness of breath,Dizziness,Long Covid,Lightheadedness,Chest pain,Ageusia,Mental health,Hypochondriasis
7/10/2020,117.4519302,103.2168841,77.25036674,91.85924974,95.91379087,143.1339668,91.88151975,82.27652047,99.36265866,86.48975013,66.54009392,99.28429625,697.2952761,107.4737056,92.73936318,2348.262909,91.85129191,93.05983228,404.5143107,124.5977643,73.22763922
8/10/2020,152.5618093,97.53945679,73.38586739,88.77409137,95.92008401,114.5336642,116.3706637,82.27265112,91.72366533,88.4437496,80.3391873,93.8950882,613.6285333,105.1816024,91.73941826,1902.50569,74.4027851,93.0881804,399.7214319,140.4712033,76.42936432
9/10/2020,108.2564342,94.12632395,71.68551649,90.78363069,93.87667351,115.9773031,101.674576,76.00826251,96.08963567,82.59834503,58.41519675,92.81243164,613.6773531,106.310232,90.75341754,1643.849248,82.67406598,92.05809972,302.2616862,161.7027578,75.6343138
10/10/2020,85.39951133,94.12604956,69.16796109,92.8284358,96.93493753,127.4496239,100.6095657,82.58546067,89.569539,75.80003152,53.55769211,84.29781879,681.0476889,94.86387503,86.78437463,1503.613372,68.9002829,101.5711866,433.8780857,349.9280998,72.4596043
11/10/2020,98.49916164,95.38720581,73.39671625,98.96076854,96.4991539,125.0191864,122.7073373,91.8491758,104.8619801,92.36058172,63.33626442,95.0711875,748.8895506,99.44628942,94.7221026,1621.048194,83.64173911,97.38092354,399.7344187,125.984747,67.6734554
12/10/2020,176.0824032,95.42404841,74.26010377,95.91604089,98.56001291,158.3764707,95.73171586,86.35308987,94.60879229,90.8873082,72.62130624,93.99136229,748.8416864,104.1327679,92.74701074,1904.15522,71.66845151,103.7289535,384.1182022,115.5626318,70.07122547
13/10/2020,105.6770417,96.50412795,79.71350548,92.84462638,96.51792181,133.0453988,105.5481814,82.68977111,97.73792052,89.90458113,85.42244514,98.77726757,711.4295171,107.5579434,93.74832622,1598.69477,78.10513417,101.6066003,474.3503514,122.5233207,70.85363874
14/10/2020,109.2135845,99.74455128,74.83062349,97.93101418,96.53819858,142.5828627,106.1776932,76.26567162,94.60715924,87.95505678,71.74620224,91.42847598,704.0389059,104.134129,85.86122564,1387.335275,85.4632415,92.11280037,436.3777043,115.4939828,73.24193323
15/10/2020,109.2410709,98.68157155,71.57403723,93.83775868,95.5478464,107.7164914,126.4365874,75.35747441,98.83440716,94.73906901,71.78148963,95.62164253,741.7361029,104.1774701,91.80651396,2234.095626,83.63324212,93.20358121,450.8408345,105.0442183,70.8454051
16/10/2020,116.3117904,88.94365667,77.26606402,92.8392071,94.55207702,85.54282034,101.1760919,75.36289468,92.50905148,82.15632741,65.78502484,90.18490198,717.9733936,103.0296633,89.84602569,1740.011541,66.17579877,96.37780887,454.184246,94.56583547,70.83070324
17/10/2020,109.189189,87.7897735,66.63886351,91.76714415,96.78346897,85.4971645,107.4257518,78.05228095,90.35323841,87.90176365,54.63523729,80.79622523,768.7747925,102.9438137,93.72842055,1456.219206,53.26574274,92.05780941,476.3295071,77.01435208,60.49209619
18/10/2020,77.53390739,94.30303519,69.89389524,93.19901138,99.9580723,110.8238499,103.6068967,90.91895088,100.8967889,83.08932948,55.48242506,89.06622788,805.7494495,97.21973661,93.72911051,1667.623131,77.14823818,99.45839649,486.2437459,76.98153765,66.03732134
19/10/2020,116.3212559,96.48023792,77.73582248,104.6870314,108.6376163,83.8817766,106.1566518,82.6385473,97.76267377,86.93625448,74.26716964,97.36114099,866.5057163,110.9616861,94.24119281,1784.147176,74.39503786,102.9538113,511.7359322,105.0544142,63.63422309
20/10/2020,82.80654405,108.3981671,82.68607914,92.11794958,99.93340302,125.0439069,117.5658164,86.32280455,98.79553575,84.02039373,78.53296616,100.4362715,833.7299079,108.6580716,100.2676764,2079.304457,78.0716327,106.1473205,434.9470051,105.0679272,73.18570301
21/10/2020,139.1696521,107.3156366,78.47609179,90.01480291,103.1770108,113.9655392,106.1684836,75.31442368,98.81482696,87.89642812,81.93056639,100.4704239,937.0860729,110.9320934,98.25926581,3014.396079,86.33986802,101.910387,506.719173,105.0702762,70.02514727
22/10/2020,137.4066312,95.37981471,113.7380932,99.43337119,102.1174471,118.6926745,91.0270034,83.58946156,100.8986355,87.911808,77.65886782,99.45724161,843.4770942,113.2125637,92.29636552,2261.201401,78.99522771,100.8514902,476.1168235,94.55832167,69.23173331
23/10/2020,98.65898319,98.63107173,76.2197512,93.14900472,101.0155941,120.3016976,107.4394376,70.73554295,97.72784823,81.16420642,64.00689245,92.36437594,856.2565014,110.9443482,104.8594329,1778.690516,79.00172187,93.42160219,475.5848931,91.10172938,62.63084659
24/10/2020,118.0442252,91.05695814,72.81048806,92.11049773,97.74239705,83.91801485,111.2603985,82.68817041,89.31216831,76.34940321,52.04901583,79.14614501,960.0006264,105.2094399,97.50179385,1748.636034,64.3077149,96.64548309,577.5351477,66.5245183,65.70776492
25/10/2020,169.1480848,95.39483784,71.66931005,98.37239777,102.1126948,83.91923693,114.9268733,90.96970645,104.0055884,76.33438741,63.98734084,92.34949329,1043.265734,110.9356042,92.27163213,1778.695677,59.6923086,101.9564469,595.3737858,73.55907997,57.9663751
26/10/2020,153.2386627,89.97399437,76.21585856,102.568468,101.013643,117.1482956,127.7046594,82.71546657,98.76246471,83.11379096,65.71135883,96.22983933,938.8013161,110.9472023,85.96282892,1628.114053,70.71717883,98.7791304,577.5153129,112.068799,68.7875568
27/10/2020,162.0212729,94.30781965,76.22176614,98.38712183,102.0740695,136.1337467,117.4958557,80.89046188,99.80292505,90.86194381,75.93197477,105.7427877,991.0126129,110.9842627,89.10300113,1990.465814,78.06852702,99.8435275,541.775975,101.5285467,63.39157816
28/10/2020,147.8519051,91.06045206,78.46944625,98.39457849,101.0071506,128.185413,121.2862529,75.38329006,98.73931407,84.07921404,63.9770926,95.16906141,917.9612462,110.9682707,94.33169157,1960.190864,73.48047874,93.47402884,529.8514334,98.03241991,67.26539752
29/10/2020,163.6946873,96.26574868,77.34443481,95.2650684,99.93338881,102.8846315,93.21195165,79.99014262,93.50460991,80.19720593,69.10514828,100.4576847,980.5003867,109.8141933,95.36340753,1718.837875,80.83870778,100.9455499,529.6662355,97.99851693,71.12269822
30/10/2020,102.04937,85.45607658,68.25870711,92.13053644,92.33766563,112.4324343,105.9969461,74.47968157,90.35166069,82.11204631,59.70697085,85.65661382,876.0670896,104.1065587,92.23758127,1659.172158,72.57729922,96.72684326,594.9181307,80.50532642,72.6755038
31/10/2020,89.72756904,90.85494819,67.13760947,101.5687623,97.78305314,99.77774301,98.34640136,78.16473703,85.0892245,74.40036586,59.72533795,74.02840888,834.525591,97.23309832,89.10336747,1780.036534,60.64197308,92.47872053,591.600397,66.51503652,47.94326105
1/11/2020,140.7970993,90.84874896,65.99691048,97.39866273,98.88685242,90.29348614,104.7318938,80.89740228,97.6841924,84.04510053,61.43969036,96.20365022,980.9008239,105.2267482,90.16451106,1720.159986,66.1321113,95.67734392,603.4710785,70.05164678,57.21559938
2/11/2020,144.2765049,91.90847818,68.29880111,102.651145,101.0415039,106.1185885,121.3548376,77.21204229,99.8026663,92.75692008,72.53222785,104.6674373,939.3464341,113.2359932,95.39358465,2203.088123,74.40299648,102.0968104,555.3287701,105.1138649,61.08127417
3/11/2020,84.46717899,94.08377353,70.56992645,95.3020319,101.0221993,91.84413839,109.8615679,76.3046847,96.66731011,80.57308292,66.57009235,97.26874001,835.1344865,110.9491147,89.08570944,1629.475591,79.00261347,98.89102551,543.0778692,91.06627348,68.04693671
4/11/2020,96.79968131,83.25270669,56.90800662,85.8540485,89.09847288,80.76409972,90.69684986,66.1769375,81.97421379,64.44938498,59.73051518,89.87096838,782.7420268,96.60144961,75.47590297,1810.306883,67.06082088,79.76614436,470.7668593,80.51959699,55.67437009
5/11/2020,109.1350972,77.83308511,60.32650996,83.73475345,86.91573168,99.75219018,90.70011637,72.59576496,84.05869356,76.79280545,58.87775179,86.70224279,824.5705642,96.61719125,86.99040308,1388.01012,75.73460961,94.63642056,519.0443296,87.5568395,57.96201779
6/11/2020,102.0656803,88.63516272,64.89822888,80.60097939,90.16453563,91.86520683,102.1935083,67.06788043,86.14973128,75.83632117,64.84713453,83.53682135,793.3585081,98.90820994,90.15178463,1750.049236,72.27854305,88.27277136,491.6047283,84.04641749,69.36492677
7/11/2020,103.8542625,83.22784296,63.76106361,86.14427353,95.57957282,96.60629526,104.7673426,78.10177143,93.48705524,74.88426974,57.18379238,77.19939985,866.5425088,89.79558287,86.98621758,1599.722566,65.39289265,93.56867328,664.5892886,63.0262353,58.10250112
8/11/2020,133.8255859,90.79092789,68.28497759,105.0808628,98.82813579,87.08555172,120.1129525,81.78105264,97.69526084,83.41665173,54.63102085,87.76348757,918.6263672,97.77463975,86.99342626,1569.745593,74.88814078,97.80244191,631.6040505,67.34958605,52.94412647
9/11/2020,123.2652815,90.81816195,77.36841378,95.61719723,101.0060395,121.9221163,106.0559837,86.14642195,107.3701227,86.27815136,68.2822453,106.9926863,970.9462393,113.5860664,103.747848,1902.18517,78.35498599,102.0305505,572.99895,95.47929613,71.32665168
10/11/2020,96.1604076,96.21384751,80.76982771,96.65714539,93.41267743,137.4491602,114.3802503,71.65812781,98.77591717,86.25021126,80.22881742,99.50932036,876.6633484,119.5596891,95.34473151,2022.884006,79.20804052,100.9825235,666.4208877,94.27622575,74.16751434
11/11/2020,107.9297091,92.96066641,78.49175987,97.73242182,99.93550191,130.2436033,129.9658129,86.16569064,96.62735524,82.43218726,73.51677003,99.49711989,824.4084099,118.3184132,86.98084807,2385.271284,68.79202535,96.74548628,573.0704187,92.12808325,82.4376042
12/11/2020,109.6304868,95.11235347,80.77642882,97.72532924,101.0269275,128.8749141,110.4855373,81.62770553,95.54912786,86.19442821,75.97249467,89.85106348,865.9357153,113.5317352,86.98343858,2083.421613,88.19806393,106.3293262,626.5532826,89.03734559,70.07631366
13/11/2020,148.4416417,91.8589866,72.8162135,93.60270854,96.68339993,95.52652758,115.6732863,77.99689925,95.54689864,80.38108491,71.89175418,95.18425887,949.3538111,105.1587863,95.382781,1902.263595,75.85534363,94.64632841,613.3388343,89.06432782,65.95601596
14/11/2020,62.38173676,89.72452518,72.81961394,112.7584834,104.2860832,138.4610983,120.8806233,85.42079137,103.0545342,84.07941805,61.25702142,90.89373547,959.37236,114.7082766,96.44225023,1931.699722,83.79265837,104.1913262,606.6316335,72.18733908,59.36256761
15/11/2020,133.2108157,90.83677771,75.11487178,109.3572197,107.5409879,131.5571264,124.7988742,90.87727932,99.82694202,84.99899088,56.35968542,101.6082531,928.2127986,102.7529151,93.28200044,2142.58611,67.01856191,102.0400714,640.1365074,73.30450219,65.12213831
16/11/2020,97.80178149,98.43824482,80.78587385,101.479972,103.1951232,131.5554765,118.3148645,82.69696985,103.0472958,86.84910241,80.86703978,101.6396313,897.2295235,109.9038412,93.26603223,2715.494095,76.73458346,105.2057435,626.8245532,95.89642665,66.76751476
17/11/2020,126.4689521,100.5940547,83.04759801,107.1241548,102.0709037,108.0409454,109.1824833,77.24637134,96.60392846,87.73132586,73.51779228,99.49981041,897.2082493,112.297992,91.17267871,2383.40957,75.84137063,103.0848951,646.9072792,93.6358187,90.23737136
18/11/2020,67.44485524,96.33117768,80.784879,96.98855217,107.4426202,103.8741769,120.906711,77.24673483,96.60236138,93.33031217,72.69715377,99.50452505,855.5099358,112.3000558,81.75079141,2292.995059,76.70677532,102.5668432,580.1463774,94.7591003,76.7317134
19/11/2020,99.45783646,94.84984749,79.64826514,106.0194341,106.367012,110.8331512,110.5223279,72.70675902,95.52673029,88.65780728,76.27506792,98.43822066,855.5713788,99.16408307,90.14401342,2194.847012,68.77345255,100.4750244,586.8178431,93.58956411,82.12632241
20/11/2020,114.6035014,85.78378786,71.04810169,100.3735599,98.84444878,99.76337987,100.119888,79.97823128,95.52655328,78.38619067,65.70895921,90.95001948,834.7623551,112.3165059,93.28655004,2276.671079,70.54826349,100.4615792,593.3670752,96.97812691,72.20860373
21/11/2020,114.6354601,88.78758367,74.3860757,101.5190816,99.91805514,78.98509199,109.0388625,76.34878993,89.08478134,77.45375398,60.8443286,83.44886348,928.6488898,103.9584344,95.18642405,1897.609326,77.61583848,105.7769214,591.4090416,68.8230971,62.29934216
22/11/2020,99.46200196,97.85845221,75.24889581,104.9186319,105.2910275,96.96691025,149.3331767,89.07447359,100.8820009,84.92596034,60.02776362,87.72921406,897.3444835,102.7615525,95.17782178,2227.888194,65.23835788,101.6031562,687.6900424,69.99453539,63.2091878
23/11/2020,88.7467522,92.79452501,82.74878962,91.37333855,105.2893747,115.00326,134.40235,79.98280944,96.59233265,86.80025421,69.73384736,97.34515097,968.4406653,118.302509,99.3083821,3138.490409,73.18393216,106.9374092,646.5411833,100.4111313,66.81390996
24/11/2020,108.4581896,100.8553727,81.07124036,101.5289528,98.84232469,120.5174937,123.9737978,76.34703037,100.8844627,89.5984564,68.92179668,94.13756202,856.9512402,112.3343295,97.23531335,2511.006666,82.87551902,100.5454465,619.0381635,87.6148719,65.90526075
25/11/2020,110.1175932,94.82177283,78.55778637,101.5199946,99.91639622,110.8096516,104.5721422,77.25595888,94.44530938,85.85400342,65.6621365,94.14270391,1112.903202,105.169292,92.05793568,2541.795103,85.50147076,101.6016639,570.9508608,85.4979187,79.43869361
26/11/2020,96.97079836,87.7511296,69.34103187,98.12675967,97.76709002,109.4436683,109.0447498,65.44204193,82.63961474,78.3853845,63.23245371,80.23656658,868.2574304,103.9800849,91.05190768,2164.651799,65.24560913,95.2078768,564.065312,76.03063167,71.3307602
27/11/2020,31.15696695,82.72513864,68.49017514,90.21374838,88.09726406,70.67822017,109.0817945,75.43994893,89.07454802,75.58773965,51.87771492,81.3094332,801.4412833,99.20395888,92.08061906,1976.691585,66.13538462,95.19472576,529.6712589,67.58788885,69.53216084
28/11/2020,90.51378536,85.72589158,67.663095,100.3759185,92.39672821,92.8464977,112.0739701,75.44180531,81.55564731,73.72163115,51.07553688,83.44679644,924.0072296,95.61427736,90.04169154,2133.744108,72.29840342,98.38665132,598.3391609,63.41494835,58.68337754
29/11/2020,118.7434289,89.75700127,74.33355836,107.1403831,97.76811594,95.61795273,107.6018694,86.34920736,94.46266578,82.09329589,53.51624676,84.55128002,901.7582221,96.79432574,89.00327821,2102.724156,81.08207687,96.22880231,625.8437659,68.74042715,66.80409402
30/11/2020,109.8435339,85.72017097,81.01454957,109.424615,97.76654882,117.7800221,100.1254507,78.16869302,93.38918513,87.68735634,72.9845277,99.53950161,834.9243988,112.3266432,99.38789703,2291.310183,86.36851744,102.6241104,591.5174929,96.32556272,65.0211147
1/12/2020,90.54012942,92.77451552,81.85776378,103.7843492,96.69041706,120.5745701,131.5535402,76.3525004,95.53699097,85.80821498,75.43403731,97.40628414,812.5284255,118.3120946,87.9948549,2291.088897,74.0481039,99.39816773,529.6755485,97.57337032,71.31837654
2/12/2020,53.40256149,84.69746184,81.87543485,94.74025146,99.91221439,117.7855489,101.6306585,68.1734001,91.24127539,79.29927551,67.32074078,96.30256918,823.6467945,108.7161062,91.09852301,2448.148487,70.53262723,96.20930318,529.687923,83.47301851,68.59779285
3/12/2020,69.71023923,93.74902694,73.55445833,95.86265218,95.61761443,108.0666973,100.1545985,69.99808195,94.44527159,83.02745756,73.82224033,93.09290632,812.3817295,107.5280837,93.12694631,2321.615962,86.39994352,95.157614,522.6894899,94.49026413,72.22142822
4/12/2020,129.0641961,91.72393182,76.9289111,98.10657725,93.47301006,103.9103485,94.1931241,80.00289603,90.13900319,81.15047122,62.47786696,92.02175291,801.2163676,106.292138,99.3324739,2164.32494,74.94175338,95.13782041,536.3244184,82.3899361,74.92116892
5/12/2020,115.7246608,86.68642064,72.76090294,101.5159319,98.84835742,121.9665719,98.66032147,77.28402794,88.02067675,74.61116056,60.85723939,84.52888894,923.4878936,100.328555,93.1193274,2163.210962,70.53404934,98.36257736,563.6874988,68.27430209,69.51018987
6/12/2020,117.2083588,90.73517892,74.42521045,104.9303468,104.2223206,90.10262725,98.65602448,86.37987559,89.09071748,82.99406491,57.62679594,88.8022284,856.7760449,103.9516965,95.18571816,2100.47037,73.17311169,101.7454158,577.5043798,69.28725031,106.3685034
7/12/2020,90.49546567,92.74948095,81.12722362,102.6685202,99.9252836,77.59005605,121.1123088,83.65400721,85.87002205,90.43775657,76.28206425,103.7796009,823.1948342,109.9340589,101.3899521,2570.594293,86.39915184,107.0870529,584.4091538,100.4125382,72.34224552
8/12/2020,102.3598012,97.78694278,80.27509629,103.8076454,97.77613528,113.6141809,130.0881505,76.35823988,94.99767896,91.38629539,77.90038101,97.92366051,778.9247524,105.152094,92.30629742,2226.177747,74.06010855,106.044653,557.0637196,95.42431095,78.72348108
9/12/2020,83.08279024,88.69926752,79.42141245,100.3946455,98.85307603,108.0641238,103.1493655,77.27322188,87.78072867,84.87525054,73.84654767,96.86290273,723.3580552,110.1556235,91.29210085,2352.221186,78.4734661,104.9625607,557.0840027,92.41593176,73.41491083
10/12/2020,78.64164078,94.73856608,75.24454001,91.3461257,98.85279565,95.5948593,115.1116229,82.73459299,90.85910546,81.13193502,72.23506555,91.63698646,701.0737297,108.9361077,96.37389813,2320.799567,78.47275186,102.8475853,481.3634131,93.43084481,71.30391219
11/12/2020,87.54933866,92.74478214,81.91414615,107.1494442,94.55400686,96.97949449,121.096968,77.25529775,97.07109828,81.14973637,66.56364795,92.7055198,790.1659448,111.3092051,98.41330784,1913.671713,75.51541939,98.55338278,481.3419613,82.39222311,78.76011617
12/12/2020,29.41738728,90.72427136,75.22371135,101.5104671,99.92711554,80.35646606,106.1284015,74.53433674,90.85658448,77.44490369,53.56336206,83.35087159,823.4481304,98.25150999,96.38369162,2102.349226,80.74331053,96.39711567,495.0556732,60.29569343,65.98935507
13/12/2020,72.22537426,90.72397156,77.34829882,105.3908525,97.77610058,113.4959706,131.5470104,86.35151429,97.02283703,81.17363169,64.09906621,86.4680227,778.8678828,108.9092099,93.33797076,2197.039015,74.67926629,103.8840742,529.5986799,67.33575748,64.93437541
14/12/2020,73.37531535,88.70394404,87.87884257,109.4145145,94.14415489,95.03055202,128.5304352,79.55086989,90.8393629,83.03643543,76.25155762,102.0747385,778.7263761,111.285959,100.4419239,2417.662239,79.91951599,98.51892045,598.3613132,85.42851111,69.18522169
15/12/2020,68.22696672,92.74753178,80.85077307,101.7653387,96.26730787,109.5292103,113.5765765,73.2792703,90.95476419,88.63145353,74.90127466,98.96506549,778.8457631,112.4770839,91.31342314,2134.64775,79.94088647,101.7224345,529.5553702,87.45761005,72.3895237
16/12/2020,95.25184063,89.69239483,74.7131316,97.39198176,94.1129681,113.1903078,147.9441152,73.29613978,87.93635402,77.43486605,78.01543767,99.98750396,834.61079,105.3392885,87.22489187,2541.622882,70.37458721,97.46548726,529.5425831,81.42148906,62.81474323
17/12/2020,88.851989,92.72996096,77.35283611,99.5952976,103.1209202,114.328252,110.5890083,74.2076678,90.9830681,80.44608303,56.94726636,93.75445613,812.4004537,106.5276385,92.27127013,2538.430497,77.31611802,99.57901605,536.5644075,80.40807988,69.20021885
18/12/2020,115.9344293,93.73421992,78.24377747,100.6945813,91.98609367,124.2604894,121.0527374,71.54660721,92.01147104,77.70409478,66.31387205,85.43690525,812.4459659,104.1701496,93.28890672,3677.413531,80.78492283,99.58519015,584.6426157,80.43512941,68.13112726
19/12/2020,97.90148904,85.66703526,71.21643347,102.8953082,101.4829292,113.062624,113.5807576,69.77378042,83.90735896,74.05523783,57.72656302,79.17595411,856.9614412,97.0719523,96.3310232,2794.979862,85.98868184,101.7338246,584.5774427,58.32720267,57.4601979
20/12/2020,82.44367601,89.69492129,70.31912313,104.0002124,100.4439497,99.41944012,143.4731756,84.10904175,94.01204584,75.86062211,61.62710012,93.75674925,846.032998,101.8147204,96.03014715,2977.610474,78.19137503,101.7420645,625.843463,57.30840453,62.79777389
21/12/2020,104.3325602,80.62167144,73.84708492,102.9116393,94.04258216,95.6900492,111.5201479,77.2121723,89.76016173,76.77700859,59.28821079,90.6232787,868.0608155,108.927026,104.3730798,2757.683875,74.7202632,106.0311108,603.1618381,69.38685746,57.46248049
22/12/2020,60.54178749,87.67337924,74.72265201,101.7966439,97.52710867,79.51788344,115.963058,78.94134324,78.64330988,77.69200757,74.12820325,86.44164692,879.1826985,113.6662899,94.97423568,2536.68893,91.14983429,96.39721357,550.7072681,70.39620238,55.30912503
23/12/2020,86.29696212,81.99193952,71.20016163,105.0495906,101.7049005,110.5796156,138.2405478,72.00117043,88.02279645,72.18057755,61.63525597,86.46235815,779.0217893,107.7512317,100.1861954,2499.52956,78.39124815,99.57706143,619.6859472,64.35902513,64.88327198
24/12/2020,122.3359628,82.96363367,68.5529301,102.8699664,98.5813382,85.72389439,92.19050255,71.99950895,81.2624796,68.52676941,60.87650559,69.78459071,790.108459,93.5490552,90.78595091,1948.011653,61.0768841,101.7226765,652.4257542,48.26884353,55.31864578
25/12/2020,97.85466407,73.17662136,68.55613127,101.7891034,89.26837885,79.50904023,120.4227012,76.32081089,73.54079721,70.3308004,53.85185093,63.53419549,799.2788216,99.47760162,88.68963746,1801.107271,75.67843439,95.30130814,515.3186075,37.21410216,48.93438109
26/12/2020,90.23250258,86.84404917,65.95139409,103.8784983,95.50155072,81.94706798,123.4335155,85.05916592,92.141272,73.07865106,56.95919023,82.27949549,777.9220428,105.4092421,92.8538488,2169.000241,74.11890891,100.1695687,560.7612426,47.26695217,57.43326283
27/12/2020,113.4225171,84.89752478,76.50551383,114.155362,99.6929807,84.43922275,127.8729494,89.1123245,103.492769,76.70847185,62.40527436,87.48234144,938.1845556,114.8979152,100.1855538,2757.134119,91.50439223,107.4679837,757.7995387,51.28802011,62.78415852
28/12/2020,108.2615565,92.70491993,81.79790252,104.9906775,102.8813083,95.61489686,132.3746263,94.79717044,97.27271654,73.97191633,76.46209962,91.64066673,967.1137184,107.8041396,100.3407269,3014.09146,78.67429428,113.5969367,629.0853975,65.35491743,64.92061744
29/12/2020,109.5399149,94.66265945,81.79442967,122.0512252,104.0831125,108.0385128,144.3251641,90.07828053,100.3673212,73.97140596,71.01285275,94.74393808,957.3107483,114.8764109,111.483193,3123.757768,82.35180513,115.9369291,629.0729017,68.35067232,64.91702825
30/12/2020,108.2370334,87.82917948,83.55113908,108.6240644,107.2974772,124.1778599,121.9862276,87.21328639,97.25065211,73.97248755,70.24113987,86.42934081,899.2814463,112.36258,98.10826789,2904.339522,80.52442367,108.9927207,591.2114811,71.364231,60.65968577
31/12/2020,56.67364334,72.22130255,70.35629584,104.9321788,98.91597115,111.7662798,127.9154854,72.99680257,79.65657723,63.93122774,53.08724679,78.11435336,802.5244325,90.58414002,85.85548438,2572.641981,71.37125261,99.71781573,629.1471928,57.29125247,67.02773597
1/1/2021,119.7778645,82.9551141,63.33045153,111.0546304,109.4792817,89.41225656,122.6186714,84.35415042,98.75181318,69.41352706,56.19807356,74.97830294,918.5444545,106.9067798,95.8690253,2278.406499,70.94785749,104.3528026,591.2603445,50.25529555,60.64791321
2/1/2021,98.15500105,92.71506861,76.1438389,119.5764635,102.4088356,107.8268353,153.3215159,100.4916875,124.9954821,77.73080855,74.97714722,95.26739992,981.1111268,117.5041004,103.1696154,2793.061864,92.26909266,111.8383288,622.1400045,57.29175063,65.98732654
3/1/2021,108.7964619,91.05358498,96.86506118,114.5368744,107.8626395,123.6414531,127.7037353,104.687447,112.9621206,84.43100229,82.01837117,98.56689415,951.9902233,115.7479691,106.8498583,3154.558228,89.68561274,124.4342876,653.5025208,64.33005869,65.97608722
4/1/2021,103.1085139,89.97693782,93.96634775,101.7345343,102.1328097,136.0585219,150.5985292,88.96448052,100.7304453,85.42101395,85.53234744,101.7860294,942.4441452,119.3221995,102.0383138,2894.629868,93.52484546,119.9891633,645.5689833,79.41022104,66.52331589
5/1/2021,101.3474945,91.9067404,93.97648062,127.1264721,110.0554218,121.8253538,145.0621702,90.79809271,104.1057445,81.59350175,94.79301251,100.3170936,932.2847353,109.8130111,101.1797877,3707.637634,85.00733236,108.7092303,587.7138859,85.10163582,78.42233418
6/1/2021,72.99682386,93.62375888,92.0444529,106.8021901,114.0042767,127.1385284,129.5511172,80.22731105,105.7790339,78.73213346,87.16421888,98.39285246,805.6297929,104.6297029,101.4212766,3003.109574,92.66925224,112.4640835,547.404838,80.30588513,65.1602872
7/1/2021,80.81199985,86.15982717,87.89805224,111.9399336,103.7562435,104.3673597,118.7444241,74.97807972,95.76706773,73.03542614,74.26435143,94.36067708,825.8192385,105.4055204,96.83556739,2705.824607,81.28701675,111.3069981,622.2874612,81.26959641,72.99649612
8/1/2021,64.09283018,88.12191885,83.3266492,104.3174717,104.5898064,148.213635,131.2644297,78.09741761,95.76207609,76.74096728,81.41081872,91.42396644,855.604998,109.0434215,94.50547153,2967.583233,68.08252829,106.2935127,611.3806549,96.06196227,69.0761933
9/1/2021,64.00983341,83.46643012,85.88643173,106.1029398,108.4894009,96.4193727,142.7789117,83.28191837,100.7043168,75.34896199,61.99375188,94.26076754,953.8030497,105.4530028,101.0707829,2978.441423,81.32585917,107.5041175,578.909953,66.26131308,66.42825361
10/1/2021,135.4346655,92.78398212,82.37765906,103.1082947,105.0846399,120.5045678,114.9385868,97.04897423,110.8722156,75.93950562,72.34632481,92.30158651,825.709653,104.2999644,96.71419491,3115.375815,77.53075087,105.0935154,569.3662037,62.42758594,82.57595215
11/1/2021,78.90660931,89.89163399,87.15109538,111.980192,100.4903397,117.4570055,114.6977868,83.34064721,98.27275118,79.68695853,92.73391833,103.0224199,845.6582078,110.3009366,91.11813967,2816.523165,87.93184784,107.5941999,546.2780772,89.31443717,75.15648401
12/1/2021,98.37908816,98.90349503,94.90711319,109.9344553,102.720803,123.4099617,141.1702822,84.37921107,100.7875632,82.31607806,89.04142025,101.1223808,806.2548038,106.7114777,97.69044193,3258.985627,92.67782603,110.0587777,505.1622761,89.31609583,80.11969223
13/1/2021,95.00137769,94.9554435,89.07785751,102.3283174,101.6097199,113.0201938,106.9768096,79.16614718,104.5569706,82.56510277,78.58307391,102.1582569,757.6896641,107.918328,93.35749657,3220.659025,72.80183281,105.0865573,489.1142298,91.23454963,76.00087743
14/1/2021,76.82908954,92.87611294,87.13475183,105.4512711,105.0614391,133.0990765,117.6634773,82.03367159,108.2909348,86.87193694,84.56507863,103.959156,708.5434867,113.3101428,90.48233758,3319.005011,81.21301663,107.543299,440.5020969,87.40110229,69.39086562
15/1/2021,102.4509004,91.6602625,83.2659461,104.1621319,96.80760118,113.4406648,119.1858639,73.59897218,98.19948958,80.77198723,69.62560284,94.25555643,703.9419029,108.5255348,98.2613716,3404.771884,77.29833201,100.7588991,432.4943276,83.53344301,75.18081397
16/1/2021,73.77195475,94.42321151,79.39966001,113.1402461,105.9298063,101.4443371,108.6600816,83.18503648,99.55675006,80.85139018,57.43734558,88.9484724,797.5682424,106.0809427,99.35459577,3144.440377,88.62137174,107.0230899,496.5683391,67.21729985,62.80277366
17/1/2021,69.50776908,94.59852608,81.31439995,106.2268206,102.4671214,97.02336511,119.3180248,92.64860227,99.47103522,74.79117895,75.31411986,94.21882138,757.5348674,107.2989519,98.80550253,3108.099057,87.61542776,107.4730871,464.7584346,109.2079529,70.25661732
18/1/2021,36.72733836,89.59869744,80.28002588,113.802589,95.6273251,125.273453,133.2338609,91.81928361,101.9565826,84.27846167,80.6709991,100.5067496,698.2140261,106.0435849,106.4336153,3143.005313,92.26520445,102.4556317,464.520716,98.32183612,75.18095352
